topic,word_id,word,hint,sentence
chinese_hsk_1,bei3_jing1,北京,"Beijing, capital of the People's Republic of China",北京大学是中国最著名的大学之一。
chinese_hsk_1,ben3,本,root,这棵树的根很深。
chinese_hsk_1,ben3,本,root,这个问题出在根本原因上。
chinese_hsk_1,ben3,本,root,他找到了事情的本源。
chinese_hsk_1,ben3,本,root,我们需要找到问题的根本。
chinese_hsk_1,ben3,本,root,这是我们项目的根本目的。
chinese_hsk_1,ben3,本,root,他的成功源于不懈的努力。
chinese_hsk_1,ben3,本,root,这本书是我的心血之作。
chinese_hsk_1,ben3,本,root,了解事物的本质很重要。
chinese_hsk_1,ben3,本,root,她的善良是她人品的根本。
chinese_hsk_1,ben3,本,root,根基不牢，地动山摇。
chinese_hsk_1,ben3_zi5,本子,book,我需要一个新本子记笔记。
chinese_hsk_1,ben3_zi5,本子,book,请把你的本子给我看看。
chinese_hsk_1,ben3_zi5,本子,book,这本子上有好多有趣的故事。
chinese_hsk_1,ben3_zi5,本子,book,他经常随身带着一个本子。
chinese_hsk_1,ben3_zi5,本子,book,你能推荐一本好看的本子吗？
chinese_hsk_1,ben3_zi5,本子,book,我把作业写在本子上了。
chinese_hsk_1,ben3_zi5,本子,book,这个本子很适合画画。
chinese_hsk_1,ben3_zi5,本子,book,我在书店买了一个漂亮的本子。
chinese_hsk_1,ben3_zi5,本子,book,老师要求我们用统一的本子。
chinese_hsk_1,ben3_zi5,本子,book,别忘了把本子带到学校。
chinese_hsk_1,bi3,比,Belgium,我想去比利时旅游。
chinese_hsk_1,bi3,比,Belgium,比利时以其巧克力闻名。
chinese_hsk_1,bi3,比,Belgium,他有一位朋友是比利时人。
chinese_hsk_1,bi3,比,Belgium,我最喜欢的漫画来自比利时。
chinese_hsk_1,bi3,比,Belgium,你知道比利时的首都是哪里吗？
chinese_hsk_1,bi3,比,Belgium,这个牌子的啤酒是比利时生产的。
chinese_hsk_1,bi3,比,Belgium,我正在学习关于比利时的历史。
chinese_hsk_1,bi3,比,Belgium,比利时的国家足球队很有实力。
chinese_hsk_1,bi3,比,Belgium,我们正在计划一次去比利时的家庭旅行。
chinese_hsk_1,bi3,比,Belgium,比利时有一种叫做华夫饼的美食。
chinese_hsk_1,bie2,别,surname Bie,别担心，一切都会好起来的。
chinese_hsk_1,bie2,别,surname Bie,我还没吃饱，别把我的饭菜都吃了。
chinese_hsk_1,bie2,别,surname Bie,别迟到，我们约好的时间是八点。
chinese_hsk_1,bie2,别,surname Bie,她很忙，你就别去打扰她了。
chinese_hsk_1,bie2,别,surname Bie,别忘了带钥匙，不然进不了家门。
chinese_hsk_1,bie2,别,surname Bie,这个秘密一定要保守，千万别告诉别人。
chinese_hsk_1,bie2,别,surname Bie,别光看，你也来帮忙搬一下。
chinese_hsk_1,bie2,别,surname Bie,他生气了，你最好别惹他。
chinese_hsk_1,bie2,别,surname Bie,别这么说，他已经尽力了。
chinese_hsk_1,bie2,别,surname Bie,别急，慢慢来，总会有办法的。
chinese_hsk_1,bie2_de5,别的,else,除了你，还有别的谁来了？
chinese_hsk_1,bie2_de5,别的,else,我不吃这个，有没有别的？
chinese_hsk_1,bie2_de5,别的,else,你还有别的什么问题吗？
chinese_hsk_1,bie2_de5,别的,else,这本书太难了，有没有别的推荐？
chinese_hsk_1,bie2_de5,别的,else,除了这个，还有别的选择吗？
chinese_hsk_1,bie2_de5,别的,else,他不想待在这里，想去别的城市。
chinese_hsk_1,bie2_de5,别的,else,我感觉不舒服，需要去看别的医生。
chinese_hsk_1,bie2_de5,别的,else,这件事没人能做，除了你，还有别的办法吗？
chinese_hsk_1,bie2_de5,别的,else,你不想跟我一起去，那你自己找别的伴吧。
chinese_hsk_1,bie2_de5,别的,else,我已经想好了，不用你再给我别的建议了。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,我不想让别人知道我的秘密。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,别人家的孩子总是那么优秀。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,你不能只考虑自己，也要想想别人。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,这件衣服很漂亮，但价格对别人来说可能太高了。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,她总是乐于助人，关心着别人。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,听别人说话时，要认真倾听，不要打断。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,每个人都有自己的想法，不要强求别人同意。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,他从别人的错误中吸取了教训。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,这件事不关别人的事，我们自己解决就好。
chinese_hsk_1,bie2_ren5,别人,other people; others; other person,见到别人摔倒，应该上前扶一把。
chinese_hsk_1,bing4,病,illness,他得了重病，需要住院治疗。
chinese_hsk_1,bing4,病,illness,季节变化时，我容易感冒生病。
chinese_hsk_1,bing4,病,illness,这种病传染性很强，大家要注意防护。
chinese_hsk_1,bing4,病,illness,听说她是因为工作压力太大，才落下了病根。
chinese_hsk_1,bing4,病,illness,奶奶的身体一直不太好，常常有各种小病。
chinese_hsk_1,bing4,病,illness,医生说这个病目前没有特效药。
chinese_hsk_1,bing4,病,illness,照顾生病的孩子是一件很辛苦的事情。
chinese_hsk_1,bing4,病,illness,幸好这次的病症不严重，很快就康复了。
chinese_hsk_1,bing4,病,illness,听他描述，这是一种很罕见的病。
chinese_hsk_1,bing4,病,illness,保持健康的生活习惯可以预防很多疾病。
chinese_hsk_1,bing4_ren2,病人,sick person,医生正在给病人检查身体。
chinese_hsk_1,bing4_ren2,病人,sick person,这位病人需要静养一段时间。
chinese_hsk_1,bing4_ren2,病人,sick person,护士小心地照顾着每一位病人。
chinese_hsk_1,bing4_ren2,病人,sick person,许多病人都在候诊室等待。
chinese_hsk_1,bing4_ren2,病人,sick person,医院里住着很多重症病人。
chinese_hsk_1,bing4_ren2,病人,sick person,他是一名很有耐心的病人。
chinese_hsk_1,bing4_ren2,病人,sick person,我们应该关心和帮助生病的病人。
chinese_hsk_1,bing4_ren2,病人,sick person,那个病人看起来脸色不太好。
chinese_hsk_1,bing4_ren2,病人,sick person,医生告诉病人要按时吃药。
chinese_hsk_1,bing4_ren2,病人,sick person,传染病病人需要隔离治疗。
chinese_hsk_1,bu4,不,no; not so,我不吃饭。
chinese_hsk_1,bu4,不,no; not so,他不是我的朋友。
chinese_hsk_1,bu4,不,no; not so,这个不对。
chinese_hsk_1,bu4,不,no; not so,我不喜欢这个。
chinese_hsk_1,bu4,不,no; not so,她不去学校。
chinese_hsk_1,bu4,不,no; not so,这里没有水。
chinese_hsk_1,bu4,不,no; not so,我不知道。
chinese_hsk_1,bu4,不,no; not so,他不高。
chinese_hsk_1,bu4,不,no; not so,这本书不贵。
chinese_hsk_1,bu4,不,no; not so,我不会说中文。
chinese_hsk_1,bu4_da4,不大,not very,这个包不大。
chinese_hsk_1,bu4_da4,不大,not very,我觉得这个电影不大好看。
chinese_hsk_1,bu4_da4,不大,not very,他不大愿意去。
chinese_hsk_1,bu4_da4,不大,not very,今天天气不大好。
chinese_hsk_1,bu4_da4,不大,not very,我不大记得他的名字了。
chinese_hsk_1,bu4_da4,不大,not very,这家餐厅不大，但是很出名。
chinese_hsk_1,bu4_da4,不大,not very,她不大喜欢吃辣。
chinese_hsk_1,bu4_da4,不大,not very,我们不大常联系。
chinese_hsk_1,bu4_da4,不大,not very,这件衣服不大适合你。
chinese_hsk_1,bu4_da4,不大,not very,我不大确定是不是这个答案。
chinese_hsk_1,bu4_dui4,不对,incorrect,你说的这个答案不对。
chinese_hsk_1,bu4_dui4,不对,incorrect,这份报告里的数据有几个地方不对。
chinese_hsk_1,bu4_dui4,不对,incorrect,他的看法有点不对，我们应该再讨论一下。
chinese_hsk_1,bu4_dui4,不对,incorrect,这样做不符合规定，这样做不对。
chinese_hsk_1,bu4_dui4,不对,incorrect,我觉得你的理解不对，听我解释。
chinese_hsk_1,bu4_dui4,不对,incorrect,他今天看起来精神不对，可能生病了。
chinese_hsk_1,bu4_dui4,不对,incorrect,这条路不对，我们应该走另一条。
chinese_hsk_1,bu4_dui4,不对,incorrect,你的电脑是不是有什么不对劲？
chinese_hsk_1,bu4_dui4,不对,incorrect,这样做可能会产生不好的后果，所以不对。
chinese_hsk_1,bu4_dui4,不对,incorrect,他的脸色不太对，是不是遇到了什么麻烦？
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,谢谢你的帮助！不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,收到你的礼物，真开心！不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,麻烦你了，多谢！不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,很高兴能帮上忙，不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,没事的，不用谢。不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,谢谢你今天送我回家。不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,您的夸奖让我很受鼓舞，不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,尽管吩咐，不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,哎呀，小事一桩，不客气。
chinese_hsk_1,bu4_ke4_qi5,不客气,you're welcome,别这么客气，不客气。
chinese_hsk_1,bu4_yong4,不用,need not,你们不用担心，我会处理好的。
chinese_hsk_1,bu4_yong4,不用,need not,这个你不用买了，我已经准备好了。
chinese_hsk_1,bu4_yong4,不用,need not,路上很堵，我们不用着急。
chinese_hsk_1,bu4_yong4,不用,need not,这种小事，不用麻烦你了。
chinese_hsk_1,bu4_yong4,不用,need not,真的不用，我一个人可以。
chinese_hsk_1,bu4_yong4,不用,need not,别担心，这个药不用每天吃。
chinese_hsk_1,bu4_yong4,不用,need not,我们可以自己做饭，不用出去吃。
chinese_hsk_1,bu4_yong4,不用,need not,他已经长大了，不用你一直跟着。
chinese_hsk_1,bu4_yong4,不用,need not,今天的会议很重要，不用迟到。
chinese_hsk_1,bu4_yong4,不用,need not,这么晚了，你不用特意来送我。
chinese_hsk_1,cai4,菜,dish (type of food),我想点一个宫保鸡丁菜。
chinese_hsk_1,cai4,菜,dish (type of food),这道菜的味道很特别。
chinese_hsk_1,cai4,菜,dish (type of food),你最喜欢什么菜？
chinese_hsk_1,cai4,菜,dish (type of food),我妈妈做的菜最好吃。
chinese_hsk_1,cai4,菜,dish (type of food),我们要三个菜，一个汤。
chinese_hsk_1,cai4,菜,dish (type of food),这个餐厅有很多家常菜。
chinese_hsk_1,cai4,菜,dish (type of food),那个绿叶菜看起来很新鲜。
chinese_hsk_1,cai4,菜,dish (type of food),我不吃辣，有什么不辣的菜吗？
chinese_hsk_1,cai4,菜,dish (type of food),这道菜是用很多香料做的。
chinese_hsk_1,cai4,菜,dish (type of food),今天晚饭吃什么菜？
chinese_hsk_1,cha2,茶,tea,我想喝一杯热茶。
chinese_hsk_1,cha2,茶,tea,你喜欢喝绿茶还是红茶？
chinese_hsk_1,cha2,茶,tea,我们可以在茶馆里聊聊天。
